Country Name,Series Name,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Algeria,"Unemployment with advanced education, male (% of male labor force with advanced education)",..,..,..,..,16.45000076,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,Unemployment with basic education (% of total labor force with basic education),..,..,..,..,23.62000084,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,"Unemployment with basic education, female (% of female labor force with basic education)",..,..,..,..,21.70999908,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,"Unemployment with basic education, male (% of male labor force with basic education)",..,..,..,..,23.85000038,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,Unemployment with intermediate education (% of total labor force with intermediate education),..,..,..,..,22.43000031,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",..,..,..,..,27.84000015,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",..,..,..,..,21.14999962,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,"Unemployment, female (% of female labor force) (national estimate)",29.71999931,..,..,25.44000053,18.19000053,..,..,..,..,18.10000038,19.10000038,..,16.98999977,16.29999924,15.58199978,16.56599998,18.24729919,26.22999954,..,..
Algeria,"Unemployment, male (% of male labor force) (national estimate)",29.78000069,..,..,23.43000031,17.54000092,..,..,..,..,8.569999695,8.109999657,..,9.56000042,8.300000191,8.955499649,9.923000336,8.176600456,10.77000046,..,..
Algeria,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",..,..,..,..,..,..,..,..,..,34.56000137,37.56999969,..,39.22000122,39.77999878,39.01639938,45.30199814,44.94380188,82.01999664,..,..
Algeria,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",..,..,..,..,..,..,..,..,..,18.96999931,18.68000031,..,24.92000008,21.60000038,22.2901001,26.72229958,22.07239914,33.06999969,..,..
American Samoa,Unemployment with advanced education (% of total labor force with advanced education),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,"Unemployment with advanced education, female (% of female labor force with advanced education)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,"Unemployment with advanced education, male (% of male labor force with advanced education)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,Unemployment with basic education (% of total labor force with basic education),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,"Unemployment with basic education, female (% of female labor force with basic education)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,"Unemployment with basic education, male (% of male labor force with basic education)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,Unemployment with intermediate education (% of total labor force with intermediate education),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,"Unemployment, female (% of female labor force) (national estimate)",6.010000229,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,"Unemployment, male (% of male labor force) (national estimate)",4.880000114,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,Unemployment with advanced education (% of total labor force with advanced education),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,"Unemployment with advanced education, female (% of female labor force with advanced education)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,"Unemployment with advanced education, male (% of male labor force with advanced education)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,Unemployment with basic education (% of total labor force with basic education),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,"Unemployment with basic education, female (% of female labor force with basic education)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,"Unemployment with basic education, male (% of male labor force with basic education)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,Unemployment with intermediate education (% of total labor force with intermediate education),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,"Unemployment, female (% of female labor force) (national estimate)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,"Unemployment, male (% of male labor force) (national estimate)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,Unemployment with advanced education (% of total labor force with advanced education),..,..,..,..,15.88899994,..,..,..,..,6.11950016,..,12.63990021,..,..,..,..,..,..,..,..
Angola,"Unemployment with advanced education, female (% of female labor force with advanced education)",..,..,..,..,25.61580086,..,..,..,..,5.576300144,..,20.80780029,..,..,..,..,..,..,..,..
Angola,"Unemployment with advanced education, male (% of male labor force with advanced education)",..,..,..,..,12.5994997,..,..,..,..,6.375400066,..,6.92689991,..,..,..,..,..,..,..,..
Angola,Unemployment with basic education (% of total labor force with basic education),..,..,..,..,31.37639999,..,..,..,..,6.695799828,..,14.49790001,..,..,..,..,..,..,..,..
Angola,"Unemployment with basic education, female (% of female labor force with basic education)",..,..,..,..,42.44900131,..,..,..,..,7.065499783,..,19.72780037,..,..,..,..,..,..,..,..
Angola,"Unemployment with basic education, male (% of male labor force with basic education)",..,..,..,..,25.05310059,..,..,..,..,6.539899826,..,11.35760021,..,..,..,..,..,..,..,..
Angola,Unemployment with intermediate education (% of total labor force with intermediate education),..,..,..,..,17.84300041,..,..,..,..,9.14509964,..,15.80500031,..,..,..,..,..,..,..,..
Angola,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",..,..,..,..,26.78350067,..,..,..,..,5.828299999,..,21.58600044,..,..,..,..,..,..,..,..
Angola,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",..,..,..,..,13.60830021,..,..,..,..,10.70860004,..,12.4598999,..,..,..,..,..,..,..,..
Angola,"Unemployment, female (% of female labor force) (national estimate)",..,..,..,..,26.13299942,..,..,..,..,2.82069993,10.86999989,7.712500095,..,..,..,..,..,..,..,..
Angola,"Unemployment, male (% of male labor force) (national estimate)",..,..,..,..,21.3064003,..,..,..,..,4.671999931,7.909999847,7.002399921,..,..,..,..,..,..,..,..
Angola,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",..,..,..,..,57.33729935,..,..,..,..,6.812399864,20.86000061,16.62010002,..,..,..,..,..,..,..,..
Angola,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",..,..,..,..,51.1291008,..,..,..,..,11.4119997,17.69000053,16.81410027,..,..,..,..,..,..,..,..
Antigua and Barbuda,Unemployment with advanced education (% of total labor force with advanced education),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,"Unemployment with advanced education, female (% of female labor force with advanced education)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,"Unemployment with advanced education, male (% of male labor force with advanced education)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,Unemployment with basic education (% of total labor force with basic education),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,"Unemployment with basic education, female (% of female labor force with basic education)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,"Unemployment with basic education, male (% of male labor force with basic education)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,Unemployment with intermediate education (% of total labor force with intermediate education),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,"Unemployment, female (% of female labor force) (national estimate)",..,8.779999733,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,"Unemployment, male (% of male labor force) (national estimate)",..,8.039999962,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",..,21.54999924,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",..,18.29999924,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,Unemployment with advanced education (% of total labor force with advanced education),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,"Unemployment with advanced education, female (% of female labor force with advanced education)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,"Unemployment with advanced education, male (% of male labor force with advanced education)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,Unemployment with basic education (% of total labor force with basic education),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,"Unemployment with basic education, female (% of female labor force with basic education)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,"Unemployment with basic education, male (% of male labor force with basic education)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,Unemployment with intermediate education (% of total labor force with intermediate education),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,"Unemployment, female (% of female labor force) (national estimate)",..,..,..,..,..,..,..,16.37295556,17.5165972,19.22793432,19.25711971,..,19.15835778,..,19.19886004,..,18.84505353,..,..,..
Arab World,"Unemployment, male (% of male labor force) (national estimate)",..,..,..,..,..,..,..,7.260849057,7.657325425,6.958965287,6.665498892,..,8.270548845,..,8.325175123,..,7.074309114,..,..,..
Arab World,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.93601999,..,39.01725496,..,..,..
Arab World,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.91335924,..,23.50778105,..,..,..
Argentina,Unemployment with advanced education (% of total labor force with advanced education),..,..,13.77999973,11.68000031,5.731699944,5.019999981,3.767400026,..,3.825900078,4.054999828,3.045300007,2.915100098,2.99119997,3.243200064,3.249200106,..,..,3.267499924,3.6401999,3.873699903
Argentina,"Unemployment with advanced education, female (% of female labor force with advanced education)",..,..,14.5,13.68999958,6.749100208,5.655200005,4.391699791,..,4.429299831,4.626100063,3.525700092,3.763900042,3.801399946,3.890700102,3.917500019,..,..,3.97149992,4.201200008,4.395100117
Argentina,"Unemployment with advanced education, male (% of male labor force with advanced education)",..,..,12.98999977,9.430000305,4.411300182,4.213799953,2.903000116,..,3.023799896,3.245699883,2.395299911,1.802399993,1.857499957,2.389400005,2.321199894,..,..,2.32159996,2.881400108,3.179500103
Argentina,Unemployment with basic education (% of total labor force with basic education),..,..,22.04000092,17.29000092,14.75259972,13.1310997,11.36629963,..,9.374300003,10.26659966,8.966400146,8.347399712,8.200799942,8.16989994,8.559900284,..,..,10.51109982,11.08180046,12.30280018
Argentina,"Unemployment with basic education, female (% of female labor force with basic education)",..,..,19.63999939,20.96999931,18.14620018,15.88129997,14.60820007,..,12.46539974,11.96780014,10.91209984,9.604100227,10.3135004,10.23079967,10.16059971,..,..,12.47949982,13.15260029,13.86540031
Argentina,"Unemployment with basic education, male (% of male labor force with basic education)",..,..,23.30999947,15.31999969,12.7361002,11.55259991,9.524900436,..,7.696899891,9.353699684,7.961400032,7.719600201,7.145100117,7.123799801,7.752600193,..,..,9.525300026,9.987700462,11.47340012
Argentina,Unemployment with intermediate education (% of total labor force with intermediate education),..,..,21.15999985,17.94000053,15.53390026,12.82460022,11.85400009,..,8.344799995,9.27820015,9.043199539,8.284899712,8.534199715,8.252900124,8.315799713,..,..,9.129099846,10.69079971,11.23169994
Argentina,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",..,..,22.59000015,21.29999924,18.9612999,16.7098999,15.82330036,..,10.99610043,11.8434,12.06869984,11.15569973,11.45079994,10.50179958,10.57900047,..,..,11.24950027,13.24969959,13.36509991
Argentina,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",..,..,20.12000084,15.39000034,12.74069977,9.693099976,8.681599617,..,6.275599957,7.294099808,6.754499912,6.146699905,6.374599934,6.585000038,6.657800198,..,..,7.42840004,8.587300301,9.538000107
Argentina,"Unemployment, female (% of female labor force) (national estimate)",16.37999916,17.19000053,18.82999992,17.47999954,15.74470043,13.52130032,12.34080029,..,9.680100441,9.831299782,9.168899536,8.485099792,8.787599564,8.464099884,8.361800194,..,..,9.446299553,10.50829983,10.69050026
Argentina,"Unemployment, male (% of male labor force) (national estimate)",14.05000019,17.40999985,20.12999916,13.72999954,11.83419991,9.997699738,8.362199783,..,6.474699974,7.756999969,6.647399902,6.240300179,6.064400196,6.104899883,6.468599796,..,..,7.513000011,8.202899933,9.177800179
Argentina,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",..,..,..,..,34.37720108,30.64360046,29.14710045,..,22.22319984,24.68880081,23.62470055,22.16889954,23.05109978,23.50930023,22.36109924,..,..,26.89719963,27.77359962,28.77669907
Argentina,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",..,..,..,..,25.64229965,22.88619995,19.66559982,..,16.52809906,18.83779907,16.5753994,16.52949905,15.2809,16.98940086,16.70829964,..,..,19.8635006,20.8491993,23.86730003
Armenia,Unemployment with advanced education (% of total labor force with advanced education),..,..,..,..,..,..,..,26.07999992,18.78709984,18.7147007,19.98390007,20.03019905,18.60960007,16.78310013,17.47050095,17.52890015,16.81529999,17.81699944,20.95940018,..
Armenia,"Unemployment with advanced education, female (% of female labor force with advanced education)",..,..,..,..,..,..,..,31.44000053,21.28560066,20.65329933,22.91530037,21.42499924,20.08749962,20.39119911,19.84320068,20.41220093,17.68059921,17.91390038,22.9958992,..
Armenia,"Unemployment with advanced education, male (% of male labor force with advanced education)",..,..,..,..,..,..,..,20.46999931,16.39049911,16.74029922,16.98139954,18.52099991,17.05349922,13.10499954,14.87269974,14.43089962,15.95409966,17.71509933,18.98080063,..
Armenia,Unemployment with basic education (% of total labor force with basic education),..,..,..,..,..,..,..,24.31999969,31.14559937,13.33580017,13.69390011,15.65849972,14.18959999,14.71350002,9.640199661,15.24359989,14.56960011,17.40309906,20.55610085,..
Armenia,"Unemployment with basic education, female (% of female labor force with basic education)",..,..,..,..,..,..,..,25.20999908,30.68379974,9.788700104,7.820600033,10.80630016,9.606399536,9.059300423,10.2755003,9.03219986,11.78810024,12.83500004,9.184300423,..
Armenia,"Unemployment with basic education, male (% of male labor force with basic education)",..,..,..,..,..,..,..,23.54999924,31.43300056,15.39470005,17.24449921,18.85880089,17.20120049,17.51790047,9.228699684,18.7105999,15.93980026,19.80109978,25.20240021,..
Armenia,Unemployment with intermediate education (% of total labor force with intermediate education),..,..,..,..,..,..,..,29.82999992,23.5583992,19.04910088,19.33449936,18.16250038,17.18250084,16.09189987,18.00909996,18.83499908,18.22579956,17.68320084,19.91500092,..
Armenia,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",..,..,..,..,..,..,..,37.47999954,27.26860046,20.35680008,21.92140007,19.71170044,18.18029976,17.73089981,19.61989975,19.27560043,17.73380089,17.49360085,22.44210052,..
Armenia,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",..,..,..,..,..,..,..,22.06999969,20.33690071,17.87759972,17.07180023,16.70630074,16.2220993,14.46819973,16.50650024,18.43650055,18.67130089,17.84889984,18.12120056,..
Armenia,"Unemployment, female (% of female labor force) (national estimate)",..,..,..,..,..,..,..,9.765800476,25.85639954,19.66589928,21.23360062,19.61289978,18.15060043,18.07060051,19.38240051,19.22739983,17.48699951,17.47610092,20.42749977,..
Armenia,"Unemployment, male (% of male labor force) (national estimate)",..,..,..,..,..,..,..,9.850199699,20.47229958,17.33880043,17.04319954,17.33169937,16.48679924,14.36800003,15.67959976,17.36359978,17.73460007,17.91119957,17.84700012,..
Armenia,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",..,..,..,..,..,..,..,10.08819962,54.46559906,46.7602005,47.95660019,44.91790009,40.65140152,41.46419907,44.53409958,36.69889832,45.70019913,44.81969833,39.02550125,..
Armenia,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",..,..,..,..,..,..,..,12.54870033,37.15309906,35.63439941,31.94330025,34.94609833,31.50740051,31.83230019,30.60720062,27.98769951,29.50580025,32.80989838,29.05389977,..
Aruba,Unemployment with advanced education (% of total labor force with advanced education),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,"Unemployment with advanced education, female (% of female labor force with advanced education)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,"Unemployment with advanced education, male (% of male labor force with advanced education)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,Unemployment with basic education (% of total labor force with basic education),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,"Unemployment with basic education, female (% of female labor force with basic education)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,"Unemployment with basic education, male (% of male labor force with basic education)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,Unemployment with intermediate education (% of total labor force with intermediate education),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,"Unemployment, female (% of female labor force) (national estimate)",7.440000057,7.400000095,..,..,..,..,..,6.53000021,..,..,10.43000031,7.800000191,..,..,..,..,..,..,..,..
Aruba,"Unemployment, male (% of male labor force) (national estimate)",6.5,6.5,..,..,..,..,..,4.96999979,..,..,10.77000046,8.600000381,..,..,..,..,..,..,..,..
Aruba,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",..,..,..,..,..,..,..,..,..,..,27.52000046,..,..,..,..,..,..,..,..,..
Aruba,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",..,..,..,..,..,..,..,..,..,..,29.87999916,..,..,..,..,..,..,..,..,..
Australia,Unemployment with advanced education (% of total labor force with advanced education),3.650000095,3.359999895,3.460000038,3.599999905,3.25,3.019999981,2.309999943,2.369999886,2.470000029,3.650000095,3.019999981,3.160000086,3.029999971,3.420000076,..,..,..,..,..,..
Australia,"Unemployment with advanced education, female (% of female labor force with advanced education)",3.410000086,3.25999999,3.420000076,3.339999914,3.119999886,2.99000001,2.470000029,2.670000076,2.539999962,3.309999943,2.960000038,3.430000067,3.410000086,3.25999999,..,..,..,..,..,..
Australia,"Unemployment with advanced education, male (% of male labor force with advanced education)",3.900000095,3.470000029,3.519999981,3.839999914,3.369999886,3.059999943,2.140000105,2.069999933,2.390000105,4.019999981,3.089999914,2.869999886,2.670000076,3.529999971,..,..,..,..,..,..
Australia,Unemployment with basic education (% of total labor force with basic education),10.25,10.64999962,9.960000038,9.579999924,8.680000305,8.770000458,7.989999771,9.239999771,9.56000042,9.229999542,9.069999695,8.609999657,9.239999771,8.630000114,..,..,..,..,..,..
